x,y,z,r,g,b
12,0,28,0.2676470588235294,0.30294117647058816,0.31993464052287574
30,12,26,0.48861369109047176,0.4432060543515651,0.3501203990368077
11,8,26,0.04637254901960787,0.051274509803921585,0.05294117647058825
11,0,28,0.2656862745098039,0.2990196078431372,0.3203431372549019
20,12,2,0.6129411764705882,0.5215686274509803,0.4580392156862746
37,16,2,0.6029411764705881,0.5189542483660131,0.4663398692810458
34,0,34,0.26526610644257703,0.2963585434173669,0.3131652661064425
0,1,27,0.47967914438502673,0.4087344028520501,0.3401069518716576
30,8,27,0.18834473324213388,0.23354309165526688,0.2273050615595076
8,13,26,0.02963290579389646,0.043432109685979596,0.05003685684800227
5,20,9,0.6029411764705883,0.5029411764705882,0.4294117647058824
1,1,29,0.48650519031141864,0.42053056516724346,0.35847750865051914
25,0,33,0.27696078431372545,0.3073529411764706,0.32450980392156864
5,9,14,0.5592156862745098,0.455686274509804,0.3764705882352941
22,11,26,0.37737556561085983,0.3256410256410256,0.27948717948717944
13,0,10,0.2756302521008403,0.30700280112044825,0.3254901960784314
30,13,25,0.42509803921568634,0.37137254901960787,0.319607843137255
3,1,13,0.3458110516934046,0.30873440285204984,0.24563279857397505
1,1,14,0.42689075630252094,0.37591036414565826,0.3064425770308123
7,8,29,0.273142651556035,0.20032379924446814,0.1542723511422917
5,23,17,0.4906666666666666,0.4050196078431373,0.35294117647058826
3,1,14,0.3281045751633987,0.29934640522875816,0.23267973856209148
0,0,3,0.33754538852578064,0.3023965141612199,0.2496732026143791
5,2,14,0.47973856209150323,0.37342047930283223,0.2875816993464052
14,3,34,0.020320855614973262,0.17504456327985743,0.20784313725490194
5,1,22,0.30732714138286893,0.27554179566563464,0.17543859649122812
16,0,19,0.27921568627450977,0.30823529411764705,0.3247058823529412
5,20,15,0.5985739750445632,0.4901960784313726,0.4156862745098039
28,19,24,0.5993464052287582,0.503921568627451,0.45359477124183006
1,1,19,0.4434173669467788,0.3873949579831933,0.319607843137255
13,5,34,0.036235294117647046,0.2688627450980392,0.3072941176470587
31,20,24,0.5817468805704104,0.5311942959001785,0.4114795008912653
6,30,1,0.5262745098039215,0.49333333333333335,0.471764705882353
36,33,18,0.5029411764705882,0.4647058823529412,0.44901960784313727
51,14,26,0.560371517027864,0.48730650154798777,0.4364293085655316
38,26,2,0.6043572984749455,0.5220043572984749,0.46971677559912856
4,0,32,0.2829562594268476,0.3119155354449471,0.3309200603318251
50,25,26,0.6167182662538697,0.5323013415892672,0.4815273477812177
54,20,10,0.5900807381776239,0.49365628604382933,0.4279123414071511
16,28,26,0.6479443390259331,0.581404174573055,0.5397849462365591
3,1,15,0.3266106442577031,0.2969187675070028,0.23361344537815126
5,4,19,0.48562091503267973,0.38758169934640524,0.2973856209150327
5,8,22,0.561344537815126,0.4649859943977591,0.365266106442577
2,1,17,0.3485294117647059,0.317156862745098,0.24803921568627452
21,30,0,0.5661764705882356,0.4897058823529408,0.4480837789661314
18,18,24,0.6501960784313726,0.5709803921568626,0.5211764705882352
6,9,27,0.46106442577030815,0.3803921568627452,0.31746031746031733
28,0,9,0.2612745098039216,0.296078431372549,0.31519607843137254
5,7,20,0.4832244008714597,0.3978213507625272,0.3045751633986928
20,8,30,0.13376906318082787,0.3132897603485839,0.3302832244008715
1,1,4,0.45808823529411774,0.40318627450980404,0.34142156862745093
10,26,0,0.6104575163398693,0.5237472766884532,0.4714596949891068
2,1,18,0.3697478991596639,0.32829131652661064,0.26050420168067223
5,7,3,0.49304812834224604,0.3953654188948306,0.30267379679144385
5,14,16,0.5821350762527232,0.48061002178649237,0.3991285403050109
2,1,8,0.36330532212885147,0.3296918767507003,0.2638655462184874
5,3,18,0.4867102396514162,0.379520697167756,0.27058823529411763
27,0,40,0.2718954248366013,0.3055555555555555,0.3218954248366014
18,15,24,0.5894117647058823,0.504313725490196,0.44941176470588245
5,11,20,0.5358288770053475,0.4320855614973262,0.3329768270944741
6,0,31,0.27058823529411763,0.30449826989619366,0.32318339100346016
5,9,9,0.564313725490196,0.46156862745098043,0.38392156862745097
5,10,7,0.5715686274509802,0.47107843137254907,0.3995098039215686
1,1,18,0.4352941176470589,0.38078431372549015,0.31176470588235294
1,1,17,0.441354723707665,0.3875222816399287,0.3180035650623886
1,1,20,0.4380392156862746,0.38392156862745097,0.3156862745098039
14,20,2,0.6027450980392156,0.5192156862745099,0.4654901960784314
20,2,25,0.16261437908496731,0.15320261437908494,0.13411764705882354
6,26,26,0.6348039215686276,0.5779738562091501,0.5387908496732022
1,1,21,0.4267379679144386,0.37540106951871655,0.3083778966131907
47,2,31,0.08016415868673046,0.10624715002279982,0.12293661650706783
5,9,22,0.5388235294117647,0.43921568627450985,0.3513725490196079
33,7,24,0.16549019607843138,0.15764705882352942,0.1403921568627451
5,20,3,0.6071510957324104,0.5183391003460207,0.4484429065743946
1,1,23,0.4293085655314759,0.37585139318885447,0.31269349845201233
12,16,24,0.6306372549019607,0.5568627450980391,0.503921568627451
2,1,29,0.4101135190918471,0.3627657378740967,0.30493292053663534
11,0,12,0.27385620915032677,0.3065359477124183,0.3235294117647059
5,22,21,0.423885918003565,0.34973262032085556,0.27450980392156865
46,30,18,0.4600000000000001,0.4254901960784313,0.38274509803921564
0,1,17,0.4612368024132731,0.39547511312217193,0.3300150829562594
15,13,28,0.19542483660130716,0.15228758169934642,0.09673202614379085
15,29,0,0.5905228758169934,0.5107843137254902,0.45980392156862754
12,0,12,0.27843137254901956,0.307843137254902,0.3264705882352941
43,21,26,0.5874811463046755,0.5158371040723981,0.46923076923076934
20,11,26,0.20970072239422086,0.18885448916408668,0.16842105263157892
48,28,20,0.5124929971988794,0.44985994397759116,0.4185994397759106
5,21,24,0.6357609710550891,0.5611577964519144,0.5123249299719885
46,32,19,0.46204481792717084,0.41414565826330524,0.38095238095238076
5,20,16,0.5937254901960783,0.4874509803921569,0.41882352941176465
36,19,2,0.6052287581699346,0.5250544662309369,0.4710239651416122
16,8,30,0.10980392156862745,0.2549019607843137,0.2627450980392157
3,1,16,0.3269607843137255,0.29803921568627445,0.23284313725490197
4,23,23,0.5656862745098038,0.4882352941176471,0.43333333333333346
7,0,29,0.2679738562091503,0.30248366013071887,0.32287581699346396
33,8,27,0.14823186916688044,0.21686788252418868,0.21818648856922687
7,3,24,0.5101960784313725,0.4219607843137254,0.3666666666666667
50,1,37,0.4496732026143791,0.39738562091503266,0.35032679738562095
0,1,16,0.45852187028657626,0.39487179487179475,0.3294117647058823
46,30,19,0.39921568627450976,0.3686274509803922,0.34549019607843146
23,1,2,0.46623093681917216,0.3773420479302832,0.31677559912854036
42,4,26,0.15813311239988945,0.14907484120408726,0.12946699806683248
3,1,11,0.3241830065359477,0.29542483660130714,0.2300653594771242
5,10,20,0.44985994397759105,0.3826330532212885,0.28739495798319326
18,7,27,0.4019607843137255,0.3529411764705882,0.17450980392156862
6,8,26,0.13765035425935074,0.1273026857801943,0.11735046959960439
10,28,26,0.6606209150326795,0.5993464052287579,0.55718954248366
46,0,34,0.2638146167557932,0.29803921568627445,0.31586452762923345
14,0,8,0.2745098039215686,0.3064425770308123,0.32212885154061627
1,1,15,0.43843137254901965,0.38431372549019605,0.31411764705882356
21,21,2,0.5896527285613041,0.500779588944011,0.4437987243090002
19,12,2,0.6061624649859944,0.5170868347338935,0.4554621848739496
0,1,15,0.4491978609625669,0.3839572192513369,0.32192513368983955
12,0,22,0.2752941176470588,0.30745098039215685,0.3250980392156863
47,1,27,0.4934984520123839,0.4216718266253871,0.375232198142415
22,7,25,0.1762254901960784,0.1674019607843137,0.14656862745098037
40,2,37,0.18747010999521757,0.09344811095169771,0.12262075561932083
13,29,26,0.6392156862745096,0.5653594771241829,0.5196078431372548
36,0,32,0.2647058823529412,0.29673202614379085,0.3137254901960784
5,17,12,0.5886710239651416,0.4867102396514162,0.4165577342047929
37,8,2,0.6019607843137255,0.5107843137254902,0.4524509803921569
26,2,26,0.15828877005347586,0.15026737967914433,0.13065953654188947
20,14,2,0.621078431372549,0.5303921568627451,0.47107843137254907
3,23,9,0.6330882352941174,0.5463235294117647,0.504656862745098
54,12,23,0.5824836601307187,0.48679738562091507,0.42562091503267985
0,1,14,0.4428104575163399,0.38104575163398685,0.31993464052287585
1,1,13,0.42450980392156856,0.37450980392156863,0.30637254901960786
48,1,40,0.1396427878081922,0.15466899631139544,0.1400116482236455
16,0,33,0.2690196078431372,0.3019607843137255,0.3184313725490196
33,26,24,0.6245098039215683,0.5362745098039216,0.49084967320261436
13,14,26,0.32307692307692304,0.3167420814479638,0.27903469079939663
5,8,24,0.40061624649859895,0.3222969187675068,0.2556302521008403
38,3,31,0.32794117647058824,0.3176470588235294,0.29362745098039217
4,1,30,0.4585434173669468,0.396078431372549,0.34033613445378147
15,30,2,0.5395424836601307,0.49444444444444446,0.46764705882352947
56,26,22,0.5364705882352941,0.47555555555555556,0.4504575163398694
6,5,29,0.11032679738562082,0.1969281045751633,0.20895424836601292
9,0,31,0.2661764705882353,0.29975490196078425,0.3188725490196078
0,1,12,0.4388591800356508,0.38003565062388583,0.3158645276292335
5,0,13,0.2720965309200603,0.30377073906485663,0.3215686274509804
41,0,9,0.2714596949891067,0.3032679738562092,0.32026143790849676
51,1,37,0.4653594771241831,0.4104575163398692,0.3588235294117647
6,11,28,0.2249742002063985,0.18813209494324057,0.10546955624355012
4,1,5,0.321078431372549,0.2860294117647058,0.22352941176470592
13,10,26,0.028054298642533945,0.04142785319255909,0.047461035696329826
40,25,24,0.5423782416192281,0.4851992409867172,0.4157495256166984
15,17,2,0.6150326797385621,0.5294117647058824,0.4725490196078432
16,0,24,0.2745098039215686,0.30549019607843136,0.3223529411764705
3,29,15,0.5971677559912852,0.5119825708061002,0.4673202614379085
50,30,14,0.5284313725490196,0.486764705882353,0.46813725490196084
8,30,2,0.5315904139433552,0.501525054466231,0.47973856209150323
12,4,33,0.020392156862745096,0.14692810457516353,0.17342047930283236
0,1,11,0.4345098039215687,0.3764705882352941,0.3145098039215686
11,19,2,0.6176470588235293,0.5300653594771242,0.4735294117647059
5,0,7,0.2755793226381461,0.3062388591800356,0.32620320855614976
45,1,2,0.4838235294117647,0.396078431372549,0.3372549019607843
4,26,9,0.5041176470588236,0.4358823529411766,0.3752941176470588
0,1,10,0.4292335115864528,0.37397504456327985,0.3140819964349376
10,26,26,0.6713725490196079,0.6065359477124181,0.5620915032679737
54,3,17,0.5519607843137254,0.45751633986928114,0.39673202614379083
1,1,34,0.4901960784313726,0.4296918767507004,0.3675070028011204
22,8,31,0.2757268424611221,0.5138877620013521,0.5394455713319811
12,8,28,0.07487976322604506,0.13374028856825718,0.1444136145024044
28,33,16,0.5417684054753984,0.4881982981871988,0.4630410654827964
3,1,17,0.3394957983193278,0.30588235294117655,0.24033613445378152
47,21,26,0.5759477124183007,0.5003921568627452,0.4491503267973857
3,0,18,0.2816993464052287,0.315032679738562,0.3346405228758171
5,10,18,0.5529411764705883,0.4580392156862745,0.35215686274509805
30,0,33,0.26029411764705884,0.2892156862745098,0.307843137254902
15,0,22,0.2810457516339869,0.3111111111111111,0.3281045751633987
43,28,23,0.5254901960784314,0.46666666666666673,0.43660130718954265
24,10,28,0.3452460229374769,0.2839807621161672,0.21021087680355147
5,14,25,0.5244206773618537,0.44812834224598896,0.3995721925133688
12,0,38,0.28137254901960784,0.3088235294117647,0.32450980392156864
8,0,14,0.27385620915032677,0.303921568627451,0.32222222222222224
47,0,24,0.26666666666666666,0.29859943977591036,0.31540616246498604
54,0,19,0.2620915032679738,0.29869281045751633,0.31176470588235294
2,1,7,0.37703081232493,0.34145658263305323,0.2745098039215686
19,0,29,0.2733333333333333,0.30549019607843136,0.3219607843137255
53,26,25,0.5581699346405228,0.4908496732026144,0.4588235294117648
38,3,35,0.08770053475935809,0.09590017825311922,0.09763177998472095
21,8,33,0.3294117647058824,0.556470588235294,0.5658823529411764
11,8,28,0.05029411764705882,0.07294117647058825,0.08137254901960786
17,9,2,0.6091503267973856,0.5209150326797385,0.46209150326797394
5,23,20,0.48461538461538456,0.3972850678733032,0.34087481146304677
21,7,33,0.3729847494553377,0.5947712418300654,0.6074074074074073
6,1,29,0.32051858994964105,0.27759562841530055,0.23323690131790417
5,16,4,0.5986928104575163,0.49978213507625274,0.4305010893246187
0,1,9,0.43366013071895443,0.37843137254901954,0.32091503267973853
3,1,24,0.353186274509804,0.31274509803921563,0.24999999999999997
32,17,2,0.6147058823529411,0.5352941176470588,0.4807189542483661
13,0,41,0.2901960784313726,0.3202614379084967,0.33464052287581697
58,1,25,0.4444444444444444,0.3851851851851852,0.3328976034858388
40,10,2,0.5905882352941176,0.5003921568627451,0.4447058823529412
5,20,8,0.6046345811051693,0.5019607843137255,0.4253119429590018
1,1,28,0.4615916955017302,0.3976931949250289,0.33679354094579006
14,0,25,0.2787114845938375,0.3100840336134453,0.32773109243697485
48,11,2,0.6,0.5159663865546219,0.4633053221288516
1,1,27,0.4528258362168398,0.3889273356401385,0.3291810841983852
5,20,22,0.592156862745098,0.4928104575163399,0.42919389978213507
54,5,20,0.5601307189542483,0.4666666666666666,0.4052287581699346
1,1,26,0.4487394957983194,0.39140989729225034,0.33034547152194205
5,13,16,0.5735294117647058,0.47303921568627455,0.4044117647058823
9,0,13,0.27499999999999997,0.3073529411764706,0.3264705882352941
