x,y,z,r,g,b
28,35,29,0.546078431372549,0.4715686274509804,0.4235294117647059
28,35,30,0.5168627450980392,0.4541176470588235,0.4133333333333333
30,35,29,0.5411764705882353,0.4640522875816993,0.4169934640522876
30,35,28,0.5516339869281046,0.477124183006536,0.4313725490196078
48,31,30,0.5560130718954253,0.47895424836601264,0.41601307189542436
47,5,43,0.027886710239651415,0.20392156862745098,0.24923747276688454
29,35,28,0.5568627450980392,0.47941176470588237,0.43333333333333335
30,35,27,0.5602941176470587,0.48333333333333334,0.4431372549019609
29,35,27,0.5568627450980392,0.4803921568627451,0.4392156862745098
67,1,2,0.41425543190249015,0.3410704822469525,0.2891891891891892
61,30,2,0.6009803921568627,0.5166666666666666,0.4666666666666667
29,35,26,0.5540616246498599,0.48067226890756304,0.4431372549019609
30,35,26,0.5524509803921568,0.47647058823529415,0.43823529411764706
63,26,31,0.57737556561086,0.5000502765208645,0.4331825037707391
19,9,31,0.12679738562091503,0.11111111111111112,0.09673202614379085
28,35,26,0.5524509803921568,0.47843137254901963,0.44019607843137265
28,35,27,0.5529411764705883,0.477124183006536,0.4392156862745098
27,35,27,0.5450980392156862,0.4715686274509804,0.4294117647058824
26,35,28,0.5431372549019607,0.4666666666666667,0.4235294117647059
26,35,30,0.4705882352941176,0.4169934640522876,0.3732026143790849
